task,obs_mode,temporal_mode,temporal_dropout_p,action_input,action_embedding_dim,model,sequence_r,sequence_l,sequence_ell,input_injection,dataset_seed,model_seed,spectral_radius,symmetry_index,normality_index,effective_rank,transient_amplification,power_decay_10,oscillatory_score,nilpotent_score
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_front_bands_r1_l2,1,2,2,front_bands,11,1729,0.0,1.414213534634327,0.35355338277469833,16.0,1.0,0.0,0.0,1.0
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_front_bands_r1_l2,1,2,2,front_bands,11,1733,0.0,1.414213534634327,0.35355338277469833,16.0,1.0,0.0,0.0,1.0
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_front_bands_r1_l4,1,4,4,front_bands,11,1785,0.0,1.4142134826379837,0.16666665385566454,24.0,1.0,0.0,0.0,1.0
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_front_bands_r1_l4,1,4,4,front_bands,11,1791,0.0,1.4142134826379837,0.16666665385566454,24.0,1.0,0.0,0.0,1.0
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_front_bands_r1_l4,1,4,4,front_bands,11,1795,0.0,1.4142134826379837,0.16666665385566454,24.0,1.0,0.0,0.0,1.0
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_front_bands_r1_l8,1,8,8,front_bands,11,1909,0.0,1.414213639919113,0.10101525793383817,28.00000762939453,1.0,0.0,0.0,1.0
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_front_bands_r1_l8,1,8,8,front_bands,11,1915,0.0,1.414213639919113,0.10101525793383817,28.00000762939453,1.0,0.0,0.0,1.0
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_front_bands_r1_l8,1,8,8,front_bands,11,1919,0.0,1.414213639919113,0.10101525793383817,28.00000762939453,1.0,0.0,0.0,1.0
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_front_bands_r3_l2,3,2,4,front_bands,11,1757,0.0,1.4142134826379837,0.16666665385566454,24.0,1.0,0.0,0.0,1.0
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_front_bands_r3_l2,3,2,4,front_bands,11,1763,0.0,1.4142134826379837,0.16666665385566454,24.0,1.0,0.0,0.0,1.0
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_front_bands_r3_l2,3,2,4,front_bands,11,1767,0.0,1.4142134826379837,0.16666665385566454,24.0,1.0,0.0,0.0,1.0
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_front_bands_r3_l4,3,4,6,front_bands,11,1819,0.0,1.4142135591832916,0.1264911074347094,25.0,1.0,0.0,0.0,1.0
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_front_bands_r3_l4,3,4,6,front_bands,11,1825,0.0,1.4142135591832916,0.1264911074347094,25.0,1.0,0.0,0.0,1.0
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_front_bands_r3_l4,3,4,6,front_bands,11,1829,0.0,1.4142135591832916,0.1264911074347094,25.0,1.0,0.0,0.0,1.0
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_front_bands_r3_l8,3,8,10,front_bands,11,1943,0.0,1.4142136230607874,0.09072185269688816,27.000001907348633,1.0,0.0,0.0,1.0
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_front_bands_r3_l8,3,8,10,front_bands,11,1949,0.0,1.4142136230607874,0.09072185269688816,27.000001907348633,1.0,0.0,0.0,1.0
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_front_bands_r3_l8,3,8,10,front_bands,11,1953,0.0,1.4142136230607874,0.09072185269688816,27.000001907348633,1.0,0.0,0.0,1.0
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_front_bands_r5_l2,5,2,6,front_bands,11,1791,0.0,1.4142135591832916,0.1264911074347094,25.0,1.0,0.0,0.0,1.0
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_front_bands_r5_l2,5,2,6,front_bands,11,1797,0.0,1.4142135591832916,0.1264911074347094,25.0,1.0,0.0,0.0,1.0
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_front_bands_r5_l2,5,2,6,front_bands,11,1801,0.0,1.4142135591832916,0.1264911074347094,25.0,1.0,0.0,0.0,1.0
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_front_bands_r5_l4,5,4,8,front_bands,11,1853,0.0,1.414213639919113,0.10101525793383817,28.00000762939453,1.0,0.0,0.0,1.0
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_front_bands_r5_l4,5,4,8,front_bands,11,1859,0.0,1.414213639919113,0.10101525793383817,28.00000762939453,1.0,0.0,0.0,1.0
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_front_bands_r5_l4,5,4,8,front_bands,11,1863,0.0,1.414213639919113,0.10101525793383817,28.00000762939453,1.0,0.0,0.0,1.0
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_front_bands_r5_l8,5,8,12,front_bands,11,1977,0.0,1.4142135675431586,0.09090908666837443,22.000001907348633,1.0,1.0,0.0,0.5
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_front_bands_r5_l8,5,8,12,front_bands,11,1983,0.0,1.4142135675431586,0.09090908666837443,22.000001907348633,1.0,1.0,0.0,0.5
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_front_bands_r5_l8,5,8,12,front_bands,11,1987,0.0,1.4142135675431586,0.09090908666837443,22.000001907348633,1.0,1.0,0.0,0.5
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_all_units_r3_l4,3,4,6,all_units,11,1819,0.0,1.4142135591832916,0.1264911074347094,25.0,1.0,0.0,0.0,1.0
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_all_units_r3_l4,3,4,6,all_units,11,1825,0.0,1.4142135591832916,0.1264911074347094,25.0,1.0,0.0,0.0,1.0
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_all_units_r3_l4,3,4,6,all_units,11,1829,0.0,1.4142135591832916,0.1264911074347094,25.0,1.0,0.0,0.0,1.0
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,numpy_rnn,,,,,17,1119,0.5397573709487915,1.3595243744071523,0.25476712269065604,25.42478370666504,0.9758787155151367,0.005136243999004364,0.8125,0.9948900021965486
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,reservoir_random,,,,all_units,17,1150,0.8999999761581421,1.4350777768683833,0.2569754379963568,25.349355697631836,2.3114919662475586,2.10880184173584,0.8125,0.32166733388244423
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,reservoir_random,,,,all_units,17,1156,0.8999999761581421,1.3774261488806334,0.2512226947751983,25.451343536376953,2.084540843963623,0.7743011713027954,0.75,0.5636021754219672
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,reservoir_random,,,,all_units,17,1160,0.8999999761581421,1.438071798184476,0.2507495969479513,25.651939392089844,1.7144477367401123,0.6009036898612976,0.875,0.6246471954141352
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,reservoir_symmetric,,,,all_units,17,1150,0.9000000357627869,0.0,0.0,26.02836799621582,0.9000000357627869,0.34867846965789795,0.0,0.741466570793302
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,reservoir_symmetric,,,,all_units,17,1156,0.8999999761581421,0.0,0.0,25.871835708618164,0.8999999761581421,0.34867826104164124,0.0,0.7414666854848374
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,reservoir_symmetric,,,,all_units,17,1160,0.8999999761581421,0.0,0.0,26.01774024963379,0.8999999761581421,0.34867843985557556,0.0,0.7414665871778049
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,reservoir_oscillatory,,,,all_units,17,1150,0.8999999761581421,1.9999999924990177,0.0,25.487041473388672,0.8999999761581421,0.3486783504486084,0.9375,0.7414666363313178
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,reservoir_oscillatory,,,,all_units,17,1156,0.8999999761581421,1.9999999928032526,0.0,24.783262252807617,0.8999999761581421,0.3486782908439636,0.875,0.7414666691003301
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,reservoir_oscillatory,,,,all_units,17,1160,0.8999999761581421,1.9999999932412988,0.0,25.789342880249023,0.8999999761581421,0.3486784100532532,0.9375,0.7414666035623085
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,reservoir_orthogonal,,,,all_units,17,1150,0.8999999761581421,1.4130625067250864,2.7179396340479367e-08,32.0,0.9000000357627869,0.34867849946022034,0.9375,0.7414665544087998
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,reservoir_orthogonal,,,,all_units,17,1156,0.9000000357627869,1.4404332368787167,3.012205528103314e-08,32.0,0.9000000357627869,0.34867849946022034,0.9375,0.7414665544087998
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,reservoir_orthogonal,,,,all_units,17,1160,0.8999999761581421,1.5076875367327647,3.190493262970992e-08,32.0,0.8999999761581421,0.3486782908439636,0.9375,0.7414666691003301
