task,obs_mode,temporal_mode,action_input,action_embedding_dim,best_memoryless_accuracy,best_recurrent_model,best_recurrent_accuracy,memory_advantage
torus_lattice,sparse_aliased,temporal_cue_then_blank,one_hot,0,0.40909090909090906,numpy_rnn,0.4090909090909091,5.551115123125783e-17
torus_lattice,sparse_aliased,temporal_dropout,one_hot,0,0.36363636363636365,numpy_rnn,0.4090909090909091,0.04545454545454547
torus_lattice,sparse_aliased,temporal_full,one_hot,0,0.36363636363636365,numpy_rnn,0.4090909090909091,0.04545454545454547
torus_lattice,vector,temporal_cue_then_blank,one_hot,0,0.34090909090909094,reservoir_diagonal,0.4166666666666667,0.07575757575757575
torus_lattice,vector,temporal_dropout,one_hot,0,0.36363636363636365,reservoir_diagonal,0.45454545454545453,0.09090909090909088
torus_lattice,vector,temporal_full,one_hot,0,0.36363636363636365,reservoir_diagonal,0.4772727272727273,0.11363636363636365
tree,egocentric_landmark,temporal_cue_then_blank,one_hot,0,0.9666666666666667,numpy_rnn,0.9722222222222222,0.005555555555555536
tree,egocentric_landmark,temporal_dropout,one_hot,0,0.9722222222222222,lin_sequence_front_bands_r1_l8,0.9722222222222222,0.0
tree,egocentric_landmark,temporal_full,one_hot,0,0.9722222222222222,lin_block_r1_l2,0.9722222222222222,0.0
tree,gaussian_sensory,temporal_cue_then_blank,one_hot,0,0.9666666666666667,lin_sequence_front_bands_r1_l8,0.9722222222222222,0.005555555555555536
tree,gaussian_sensory,temporal_dropout,one_hot,0,0.9722222222222222,lin_block_r1_l2,0.9722222222222222,0.0
tree,gaussian_sensory,temporal_full,one_hot,0,0.9722222222222222,lin_block_r1_l2,0.9722222222222222,0.0
tree,hybrid,temporal_cue_then_blank,one_hot,0,0.9666666666666667,numpy_rnn,0.9722222222222222,0.005555555555555536
tree,hybrid,temporal_dropout,one_hot,0,0.9722222222222222,lin_block_r1_l2,0.9722222222222222,0.0
tree,hybrid,temporal_full,one_hot,0,0.9722222222222222,lin_sequence_front_bands_r1_l8,0.9722222222222222,0.0
tree,sparse_aliased,temporal_cue_then_blank,one_hot,0,0.9666666666666667,numpy_rnn,0.9722222222222222,0.005555555555555536
tree,sparse_aliased,temporal_dropout,one_hot,0,0.9722222222222222,lin_block_r1_l2,0.9722222222222222,0.0
tree,sparse_aliased,temporal_full,one_hot,0,0.9722222222222222,lin_block_r1_l2,0.9722222222222222,0.0
tree,vector,temporal_cue_then_blank,one_hot,0,0.9722222222222222,numpy_rnn,0.9722222222222222,0.0
tree,vector,temporal_dropout,one_hot,0,0.9722222222222222,lin_block_r1_l2,0.9722222222222222,0.0
tree,vector,temporal_full,one_hot,0,0.9722222222222222,numpy_rnn,0.9722222222222222,0.0
