obs_mode,temporal_mode,model,n_tasks,action_accuracy_mean,action_accuracy_sem,greedy_success_mean,greedy_success_sem
egocentric_landmark,temporal_cue_then_blank,reservoir_oscillatory,11,0.5592673298923299,0.06565644757300289,0.24126984126984122,0.06848746930963513
egocentric_landmark,temporal_cue_then_blank,reservoir_random,11,0.5773670773670774,0.06642113213509508,0.2644300144300144,0.07006499227380425
egocentric_landmark,temporal_cue_then_blank,reservoir_sparse,11,0.5685927267177266,0.07279705243074584,0.2689754689754689,0.07442123085041097
egocentric_landmark,temporal_cue_then_blank,reservoir_symmetric,11,0.5908365939615939,0.07080647186551743,0.252994227994228,0.06695694045838634
egocentric_landmark,temporal_dropout,lin_sequence_all_units_r3_l4,11,0.5737884337884338,0.055072817938295875,0.18722943722943722,0.05821233974911256
egocentric_landmark,temporal_dropout,lin_sequence_front_bands_r1_l2,11,0.5721167721167721,0.05768268148438768,0.1815295815295815,0.04575610872809776
egocentric_landmark,temporal_dropout,lin_sequence_front_bands_r1_l4,11,0.5636620324120325,0.05257548615341009,0.1709235209235209,0.05120856898372408
egocentric_landmark,temporal_dropout,lin_sequence_front_bands_r1_l8,11,0.6469483988233988,0.06426811985239386,0.24567099567099565,0.06403960905157412
egocentric_landmark,temporal_dropout,lin_sequence_front_bands_r3_l2,11,0.5299565712065711,0.05576443747125858,0.17229437229437228,0.04532480797862532
egocentric_landmark,temporal_dropout,lin_sequence_front_bands_r3_l4,11,0.5536322011322011,0.06497553565609351,0.1617965367965368,0.04704585551579389
egocentric_landmark,temporal_dropout,lin_sequence_front_bands_r3_l8,11,0.6130383505383507,0.06355668146545713,0.21197691197691196,0.05606805503745491
egocentric_landmark,temporal_dropout,lin_sequence_front_bands_r5_l2,11,0.5486482961482961,0.05806869081196103,0.1756854256854257,0.05073107535369657
egocentric_landmark,temporal_dropout,lin_sequence_front_bands_r5_l4,11,0.579020979020979,0.06860834435910662,0.17135642135642135,0.05113537808487553
egocentric_landmark,temporal_dropout,lin_sequence_front_bands_r5_l8,11,0.6432708263958264,0.05832784852158952,0.23196248196248198,0.058117819134490066
egocentric_landmark,temporal_dropout,memoryless_linear,11,0.5848297535797536,0.05853851450535945,0.1590909090909091,0.05067043628140238
egocentric_landmark,temporal_dropout,memoryless_mlp,11,0.5848297535797536,0.05853851450535945,0.1590909090909091,0.05067043628140238
egocentric_landmark,temporal_dropout,numpy_rnn,11,0.5966949716949718,0.053866165832437404,0.09545454545454546,0.04964982982316493
egocentric_landmark,temporal_dropout,reservoir_block_hybrid,11,0.57182504995005,0.05945050743859444,0.19267676767676764,0.05660408597194657
egocentric_landmark,temporal_dropout,reservoir_diagonal,11,0.5652557165057165,0.06826507241953496,0.1797258297258297,0.04805173950962031
egocentric_landmark,temporal_dropout,reservoir_low_rank,11,0.554754897879898,0.0537493625172841,0.17027417027417027,0.05071426467179339
egocentric_landmark,temporal_dropout,reservoir_nilpotent,11,0.5751526251526253,0.06457910169460077,0.19480519480519476,0.056429541908346544
egocentric_landmark,temporal_dropout,reservoir_orthogonal,11,0.5811023004773005,0.06312869711405364,0.19264069264069264,0.05553360635354763
egocentric_landmark,temporal_dropout,reservoir_oscillatory,11,0.5328096903096903,0.0545316379921621,0.1841269841269841,0.04964206267827148
egocentric_landmark,temporal_dropout,reservoir_random,11,0.5529520479520479,0.07121987889730591,0.20818903318903323,0.06324048898348485
egocentric_landmark,temporal_dropout,reservoir_sparse,11,0.5590463702963704,0.06447485269694068,0.1945887445887446,0.05251606695842182
egocentric_landmark,temporal_dropout,reservoir_symmetric,11,0.5596924603174604,0.05533403037151963,0.1784992784992785,0.05241061892699041
egocentric_landmark,temporal_full,lin_sequence_all_units_r3_l4,11,0.7132842851592852,0.07698400252661611,0.31926406926406925,0.07122587006580587
egocentric_landmark,temporal_full,lin_sequence_front_bands_r1_l2,11,0.6866944166944168,0.07280035793991224,0.3207792207792208,0.07590178502839412
egocentric_landmark,temporal_full,lin_sequence_front_bands_r1_l4,11,0.7250539044289044,0.07299009423130413,0.2963203463203464,0.07182089409939492
egocentric_landmark,temporal_full,lin_sequence_front_bands_r1_l8,11,0.77754329004329,0.07575513246656974,0.37716450216450215,0.11222804106699419
egocentric_landmark,temporal_full,lin_sequence_front_bands_r3_l2,11,0.6981363775113775,0.07285018025392039,0.3116522366522366,0.07204518349896986
egocentric_landmark,temporal_full,lin_sequence_front_bands_r3_l4,11,0.7165155677655678,0.07622275789830278,0.3024170274170274,0.06671196956203729
egocentric_landmark,temporal_full,lin_sequence_front_bands_r3_l8,11,0.7606306193806194,0.07921135613933786,0.3812770562770563,0.10927954465401767
egocentric_landmark,temporal_full,lin_sequence_front_bands_r5_l2,11,0.7180846237096238,0.07600995908275628,0.291991341991342,0.06899599208945374
egocentric_landmark,temporal_full,lin_sequence_front_bands_r5_l4,11,0.7164761627261629,0.08028443648755036,0.3335137085137085,0.08808866250234641
egocentric_landmark,temporal_full,lin_sequence_front_bands_r5_l8,11,0.759997988122988,0.07607737788376541,0.384920634920635,0.10501615753715964
egocentric_landmark,temporal_full,memoryless_linear,11,0.7180954462204463,0.07044401847225304,0.358982683982684,0.08789191519037977
egocentric_landmark,temporal_full,memoryless_mlp,11,0.7180954462204463,0.07044401847225304,0.358982683982684,0.08789191519037977
egocentric_landmark,temporal_full,numpy_rnn,11,0.6751689976689976,0.06434552591756787,0.112012987012987,0.0411812962224539
egocentric_landmark,temporal_full,reservoir_block_hybrid,11,0.7182512626262626,0.07609556102795932,0.38340548340548336,0.09596395198914252
egocentric_landmark,temporal_full,reservoir_diagonal,11,0.7563747363747364,0.07217285514666694,0.44736652236652236,0.10732865981159012
egocentric_landmark,temporal_full,reservoir_low_rank,11,0.699372224997225,0.07544111309163515,0.4134559884559884,0.09643874694002741
egocentric_landmark,temporal_full,reservoir_nilpotent,11,0.7229569042069042,0.08131371354374926,0.35003607503607503,0.1022329721093975
egocentric_landmark,temporal_full,reservoir_orthogonal,11,0.7065447746697747,0.0847769871700792,0.35407647907647904,0.09943464483749391
