obs_mode,temporal_mode,model,n_tasks,action_accuracy_mean,action_accuracy_sem,greedy_success_mean,greedy_success_sem
vector,temporal_cue_then_blank,lin_sequence_front_bands_r3_l8,11,0.7032337801087801,0.07904808137335641,0.34408369408369405,0.10969712605997829
vector,temporal_cue_then_blank,lin_sequence_front_bands_r5_l2,11,0.5780768537018537,0.057133137598213625,0.21536796536796532,0.05459930192893551
vector,temporal_cue_then_blank,lin_sequence_front_bands_r5_l4,11,0.6163055694305694,0.05989419118121415,0.23618326118326116,0.06075741468131944
vector,temporal_cue_then_blank,lin_sequence_front_bands_r5_l8,11,0.6697164640914641,0.07233030764591256,0.29292929292929293,0.08722910900268505
vector,temporal_cue_then_blank,memoryless_linear,11,0.5155121961371962,0.05928377599889122,0.062445887445887444,0.0187774149447387
vector,temporal_cue_then_blank,memoryless_mlp,11,0.5155121961371962,0.05928377599889122,0.062445887445887444,0.0187774149447387
vector,temporal_cue_then_blank,numpy_rnn,11,0.5896890609390609,0.05518436852487612,0.062445887445887444,0.027689939078089545
vector,temporal_cue_then_blank,reservoir_block_hybrid,11,0.5944657425907426,0.05623544023506133,0.25883838383838387,0.06934722303833263
vector,temporal_cue_then_blank,reservoir_diagonal,11,0.6416386391386392,0.06470551493071801,0.18874458874458871,0.048506027206374036
vector,temporal_cue_then_blank,reservoir_low_rank,11,0.556612900987901,0.06274869152867077,0.18520923520923518,0.04798145794522412
vector,temporal_cue_then_blank,reservoir_nilpotent,11,0.6596587440337441,0.07015103247204378,0.3328643578643578,0.08980732386499805
vector,temporal_cue_then_blank,reservoir_orthogonal,11,0.6548156704406705,0.07178114475351303,0.33654401154401153,0.09446018358894408
vector,temporal_cue_then_blank,reservoir_oscillatory,11,0.5586648767898768,0.0597040682031684,0.22496392496392492,0.061831492107234556
vector,temporal_cue_then_blank,reservoir_random,11,0.6367997974247974,0.05927676030279081,0.2953823953823954,0.07364604062555943
vector,temporal_cue_then_blank,reservoir_sparse,11,0.5852065295815296,0.056321282668811715,0.2531746031746032,0.06711114114519308
vector,temporal_cue_then_blank,reservoir_symmetric,11,0.641648421023421,0.0605964854689724,0.23813131313131314,0.06041161990890797
vector,temporal_dropout,lin_sequence_all_units_r3_l4,11,0.5339242701742702,0.051158790304659654,0.16976911976911976,0.0454495519371696
vector,temporal_dropout,lin_sequence_front_bands_r1_l2,11,0.5496096958596959,0.05635146935266706,0.18701298701298705,0.054044305205228876
vector,temporal_dropout,lin_sequence_front_bands_r1_l4,11,0.4982247613497614,0.055818530440628206,0.16428571428571428,0.04762493951043883
vector,temporal_dropout,lin_sequence_front_bands_r1_l8,11,0.6379274891774892,0.060660974417850795,0.26663059163059155,0.07536348572791672
vector,temporal_dropout,lin_sequence_front_bands_r3_l2,11,0.5129836136086137,0.05154727317290421,0.1702020202020202,0.05236962180531604
vector,temporal_dropout,lin_sequence_front_bands_r3_l4,11,0.5375353812853814,0.05472895157932822,0.17265512265512264,0.04768686412386273
vector,temporal_dropout,lin_sequence_front_bands_r3_l8,11,0.6206783494283495,0.058849125626320165,0.2361471861471861,0.06653818561851337
vector,temporal_dropout,lin_sequence_front_bands_r5_l2,11,0.513953477078477,0.05250519378365126,0.16926406926406926,0.04472777281227873
vector,temporal_dropout,lin_sequence_front_bands_r5_l4,11,0.5732628482628482,0.05844117919386048,0.18495670995670996,0.046740281881334333
vector,temporal_dropout,lin_sequence_front_bands_r5_l8,11,0.6444481906981907,0.06594991527579139,0.2424242424242424,0.060558904213188096
vector,temporal_dropout,memoryless_linear,11,0.5607767232767232,0.05509708234527408,0.13430735930735932,0.04762251561555042
vector,temporal_dropout,memoryless_mlp,11,0.5607767232767232,0.05509708234527408,0.13430735930735932,0.04762251561555042
vector,temporal_dropout,numpy_rnn,11,0.5852761821511822,0.055082214692207865,0.07348484848484849,0.030666382200141885
vector,temporal_dropout,reservoir_block_hybrid,11,0.5490703740703741,0.055865130014177124,0.1991341991341991,0.05566032735975405
vector,temporal_dropout,reservoir_diagonal,11,0.6225622294372294,0.0628169611515341,0.20678210678210682,0.0563384705782546
vector,temporal_dropout,reservoir_low_rank,11,0.5146312021312022,0.06812146006895917,0.18012265512265516,0.060892688276318455
vector,temporal_dropout,reservoir_nilpotent,11,0.6080076173826174,0.061131204543542754,0.2084054834054834,0.055071349449127366
vector,temporal_dropout,reservoir_orthogonal,11,0.5750999694749696,0.06108083914954981,0.19422799422799422,0.05048631893412066
vector,temporal_dropout,reservoir_oscillatory,11,0.5379955461205461,0.0499211132116252,0.1992784992784993,0.05580786393769466
vector,temporal_dropout,reservoir_random,11,0.570204587079587,0.05154043221464515,0.2016233766233766,0.0482430393226161
vector,temporal_dropout,reservoir_sparse,11,0.5559964341214342,0.049899361509205105,0.20544733044733043,0.05677566837538939
vector,temporal_dropout,reservoir_symmetric,11,0.571619352869353,0.056543058241662086,0.21233766233766235,0.05425591399510715
vector,temporal_full,lin_sequence_all_units_r3_l4,11,0.6732332251082251,0.06472438301742413,0.2576479076479077,0.0660618369186532
vector,temporal_full,lin_sequence_front_bands_r1_l2,11,0.6627231795981796,0.05454730116072089,0.24112554112554108,0.06044511328610579
vector,temporal_full,lin_sequence_front_bands_r1_l4,11,0.6537343212343214,0.05752037866790953,0.25082972582972585,0.06018755602397644
vector,temporal_full,lin_sequence_front_bands_r1_l8,11,0.8004009879009879,0.06766867564690034,0.39231601731601734,0.11001916901944123
vector,temporal_full,lin_sequence_front_bands_r3_l2,11,0.6470652958152958,0.05853123114727833,0.26670274170274166,0.06650414065460625
vector,temporal_full,lin_sequence_front_bands_r3_l4,11,0.7066789460539461,0.0675617865250107,0.27070707070707073,0.06493042511882716
vector,temporal_full,lin_sequence_front_bands_r3_l8,11,0.771969696969697,0.06787168024308814,0.35375180375180376,0.09747774478084768
vector,temporal_full,lin_sequence_front_bands_r5_l2,11,0.669215922965923,0.05937714513561733,0.2864718614718615,0.06636981370054319
vector,temporal_full,lin_sequence_front_bands_r5_l4,11,0.7597904179154178,0.06472900452014561,0.35753968253968255,0.09454311420908888
vector,temporal_full,lin_sequence_front_bands_r5_l8,11,0.7836605061605062,0.06432475454141544,0.368037518037518,0.10289634421393562
vector,temporal_full,memoryless_linear,11,0.5968752081252082,0.051146224467772,0.16829004329004327,0.04410528363248578
vector,temporal_full,memoryless_mlp,11,0.5968752081252082,0.051146224467772,0.16829004329004327,0.04410528363248578
vector,temporal_full,numpy_rnn,11,0.6102004245754246,0.05397849980743449,0.06471861471861472,0.02747502788851287
vector,temporal_full,reservoir_block_hybrid,11,0.7344853757353756,0.06092793950390978,0.3334054834054834,0.08063603231680869
vector,temporal_full,reservoir_diagonal,11,0.7055445942945942,0.055931742550011994,0.27961760461760465,0.06433153268780158
vector,temporal_full,reservoir_low_rank,11,0.6716088078588078,0.05706421041434298,0.26930014430014426,0.06241621592151753
vector,temporal_full,reservoir_nilpotent,11,0.7603703241203241,0.06598062606687388,0.3531746031746032,0.09329094167408694
vector,temporal_full,reservoir_orthogonal,11,0.7171581890331891,0.06912630385142715,0.31922799422799425,0.08090786491476147
vector,temporal_full,reservoir_oscillatory,11,0.6817821067821068,0.05576130718364898,0.28809523809523807,0.06435310810112363
vector,temporal_full,reservoir_random,11,0.712486124986125,0.061515887298580575,0.31186868686868685,0.07387017583069248
vector,temporal_full,reservoir_sparse,11,0.7046551365301365,0.0671443885077021,0.26266233766233765,0.06172070109926818
vector,temporal_full,reservoir_symmetric,11,0.702992007992008,0.0585297610981287,0.30014430014430016,0.06814219666161188
