task,geometry,behavior_family,obs_mode,temporal_mode,model,sequence_r,sequence_l,sequence_ell,input_injection,n_runs,action_accuracy_mean,action_accuracy_sem,greedy_success_mean,greedy_success_sem,context_accuracy_mean,context_accuracy_sem
long_aliased_t_maze,long_cue_dependent_navigation,long_delayed_landmark_choice,sparse_aliased,temporal_full,lin_block_r1_l64,1,64,64,independent_blocks,3,0.7137254901960784,0.0039215686274509665,nan,0.0,0.3490196078431372,0.01568627450980392
long_aliased_t_maze,long_cue_dependent_navigation,long_delayed_landmark_choice,sparse_aliased,temporal_full,lin_block_r3_l16,3,16,18,independent_blocks,3,0.5058823529411764,0.0,nan,0.0,0.5647058823529412,0.006792356108113221
long_aliased_t_maze,long_cue_dependent_navigation,long_delayed_landmark_choice,sparse_aliased,temporal_full,lin_block_r3_l4,3,4,6,independent_blocks,3,0.5058823529411764,0.0,nan,0.0,0.5019607843137255,0.010375495337508207
long_aliased_t_maze,long_cue_dependent_navigation,long_delayed_landmark_choice,sparse_aliased,temporal_full,lin_block_r3_l64,3,64,66,independent_blocks,3,0.7215686274509804,0.0039215686274509665,nan,0.0,0.7058823529411765,0.020377068324339758
long_aliased_t_maze,long_cue_dependent_navigation,long_delayed_landmark_choice,sparse_aliased,temporal_full,lin_block_r5_l16,5,16,20,independent_blocks,3,0.5058823529411764,0.0,nan,0.0,0.5647058823529412,0.006792356108113221
long_aliased_t_maze,long_cue_dependent_navigation,long_delayed_landmark_choice,sparse_aliased,temporal_full,lin_block_r5_l4,5,4,8,independent_blocks,3,0.5058823529411764,0.0,nan,0.0,0.5137254901960784,0.010375495337508197
long_aliased_t_maze,long_cue_dependent_navigation,long_delayed_landmark_choice,sparse_aliased,temporal_full,lin_block_r5_l64,5,64,68,independent_blocks,3,0.7333333333333334,0.003921568627451004,nan,0.0,0.7372549019607844,0.003921568627451004
long_aliased_t_maze,long_cue_dependent_navigation,long_delayed_landmark_choice,sparse_aliased,temporal_full,lin_sequence_all_units_r3_l4,3,4,6,all_units,9,0.5032679738562091,0.0017292492229180267,nan,0.0,0.4875816993464053,0.0034584984458360664
long_aliased_t_maze,long_cue_dependent_navigation,long_delayed_landmark_choice,sparse_aliased,temporal_full,lin_sequence_front_bands_r1_l2,1,2,2,front_bands,9,0.5058823529411764,0.0,nan,0.0,0.4836601307189543,0.004133696287801803
long_aliased_t_maze,long_cue_dependent_navigation,long_delayed_landmark_choice,sparse_aliased,temporal_full,lin_sequence_front_bands_r1_l4,1,4,4,front_bands,9,0.5058823529411764,0.0,nan,0.0,0.48235294117647065,0.0033961780540566256
long_aliased_t_maze,long_cue_dependent_navigation,long_delayed_landmark_choice,sparse_aliased,temporal_full,lin_sequence_front_bands_r1_l8,1,8,8,front_bands,9,0.5058823529411764,0.0,nan,0.0,0.4784313725490196,0.0033961780540566265
long_aliased_t_maze,long_cue_dependent_navigation,long_delayed_landmark_choice,sparse_aliased,temporal_full,lin_sequence_front_bands_r3_l2,3,2,4,front_bands,9,0.5058823529411764,0.0,nan,0.0,0.48496732026143796,0.0038110796698335296
long_aliased_t_maze,long_cue_dependent_navigation,long_delayed_landmark_choice,sparse_aliased,temporal_full,lin_sequence_front_bands_r3_l4,3,4,6,front_bands,9,0.5045751633986928,0.0013071895424836555,nan,0.0,0.47973856209150323,0.0032679738562091543
long_aliased_t_maze,long_cue_dependent_navigation,long_delayed_landmark_choice,sparse_aliased,temporal_full,lin_sequence_front_bands_r3_l8,3,8,10,front_bands,9,0.4980392156862745,0.003921568627450977,nan,0.0,0.47973856209150334,0.006437161961958239
long_aliased_t_maze,long_cue_dependent_navigation,long_delayed_landmark_choice,sparse_aliased,temporal_full,lin_sequence_front_bands_r5_l2,5,2,6,front_bands,9,0.5045751633986928,0.0013071895424836555,nan,0.0,0.4836601307189543,0.003065631215570873
long_aliased_t_maze,long_cue_dependent_navigation,long_delayed_landmark_choice,sparse_aliased,temporal_full,lin_sequence_front_bands_r5_l4,5,4,8,front_bands,9,0.5006535947712418,0.0028489535578697157,nan,0.0,0.4862745098039216,0.003921568627450981
long_aliased_t_maze,long_cue_dependent_navigation,long_delayed_landmark_choice,sparse_aliased,temporal_full,lin_sequence_front_bands_r5_l8,5,8,12,front_bands,9,0.49150326797385624,0.008720041871977993,nan,0.0,0.4784313725490196,0.008985442539129099
long_aliased_t_maze,long_cue_dependent_navigation,long_delayed_landmark_choice,sparse_aliased,temporal_full,memoryless_linear,,,,,3,0.5058823529411764,0.0,nan,0.0,0.4862745098039216,0.0039215686274509855
long_aliased_t_maze,long_cue_dependent_navigation,long_delayed_landmark_choice,sparse_aliased,temporal_full,memoryless_mlp,,,,,3,0.5058823529411764,0.0,nan,0.0,0.4862745098039216,0.0039215686274509855
long_aliased_t_maze,long_cue_dependent_navigation,long_delayed_landmark_choice,sparse_aliased,temporal_full,numpy_rnn,,,,,3,0.5058823529411764,0.0,nan,0.0,0.4901960784313726,0.010375495337508197
long_aliased_t_maze,long_cue_dependent_navigation,long_delayed_landmark_choice,sparse_aliased,temporal_full,reservoir_block_hybrid,,,,all_units,9,0.4862745098039216,0.00588235294117647,nan,0.0,0.5111111111111111,0.023043271325234243
long_aliased_t_maze,long_cue_dependent_navigation,long_delayed_landmark_choice,sparse_aliased,temporal_full,reservoir_diagonal,,,,all_units,9,0.5032679738562091,0.0017292492229180267,nan,0.0,0.5738562091503269,0.01326652492168918
long_aliased_t_maze,long_cue_dependent_navigation,long_delayed_landmark_choice,sparse_aliased,temporal_full,reservoir_low_rank,,,,all_units,9,0.5490196078431373,0.04762728549604361,nan,0.0,0.5189542483660131,0.02428876362883928
long_aliased_t_maze,long_cue_dependent_navigation,long_delayed_landmark_choice,sparse_aliased,temporal_full,reservoir_nilpotent,,,,all_units,9,0.4745098039215686,0.007069708383262722,nan,0.0,0.45228758169934635,0.007365638999728526
long_aliased_t_maze,long_cue_dependent_navigation,long_delayed_landmark_choice,sparse_aliased,temporal_full,reservoir_orthogonal,,,,all_units,9,0.4549019607843138,0.005187747668754097,nan,0.0,0.4771241830065359,0.011618554793876587
long_aliased_t_maze,long_cue_dependent_navigation,long_delayed_landmark_choice,sparse_aliased,temporal_full,reservoir_oscillatory,,,,all_units,9,0.45882352941176463,0.010739657990297377,nan,0.0,0.457516339869281,0.006633262460844588
long_aliased_t_maze,long_cue_dependent_navigation,long_delayed_landmark_choice,sparse_aliased,temporal_full,reservoir_random,,,,all_units,9,0.48496732026143796,0.008267392575603607,nan,0.0,0.48235294117647054,0.008084520834544437
long_aliased_t_maze,long_cue_dependent_navigation,long_delayed_landmark_choice,sparse_aliased,temporal_full,reservoir_sparse,,,,all_units,9,0.4875816993464053,0.0044328954138073634,nan,0.0,0.4810457516339869,0.006916996891672137
long_aliased_t_maze,long_cue_dependent_navigation,long_delayed_landmark_choice,sparse_aliased,temporal_full,reservoir_symmetric,,,,all_units,9,0.5019607843137255,0.0019607843137254832,nan,0.0,0.5241830065359477,0.009426277844350298
