task,geometry,behavior_family,obs_mode,temporal_mode,model,sequence_r,sequence_l,sequence_ell,input_injection,n_runs,action_accuracy_mean,action_accuracy_sem,greedy_success_mean,greedy_success_sem,context_accuracy_mean,context_accuracy_sem
aliased_loop_rooms,looped_aliased_navigation,repeated_room_loop,sparse_aliased,temporal_dropout,lin_sequence_front_bands_r5_l4,5,4,8,front_bands,6,0.31666666666666665,0.030731814857642967,0.18333333333333335,0.05426273532033237,0.3166666666666667,0.11666666666666667
aliased_loop_rooms,looped_aliased_navigation,repeated_room_loop,sparse_aliased,temporal_dropout,lin_sequence_front_bands_r5_l8,5,8,12,front_bands,6,0.26666666666666666,0.021081851067789193,0.18333333333333332,0.04772607021092118,0.26666666666666666,0.04944132324730443
aliased_loop_rooms,looped_aliased_navigation,repeated_room_loop,sparse_aliased,temporal_full,lin_sequence_all_units_r3_l4,3,4,6,all_units,6,0.39999999999999997,0.02581988897471612,0.2833333333333333,0.040138648595974324,0.18333333333333335,0.01666666666666667
aliased_loop_rooms,looped_aliased_navigation,repeated_room_loop,sparse_aliased,temporal_full,lin_sequence_front_bands_r1_l2,1,2,2,front_bands,6,0.4333333333333333,0.04944132324730442,0.6666666666666666,0.06146362971528593,0.15,0.0223606797749979
aliased_loop_rooms,looped_aliased_navigation,repeated_room_loop,sparse_aliased,temporal_full,lin_sequence_front_bands_r1_l4,1,4,4,front_bands,6,0.4166666666666667,0.016666666666666663,0.48333333333333334,0.08333333333333334,0.18333333333333335,0.040138648595974324
aliased_loop_rooms,looped_aliased_navigation,repeated_room_loop,sparse_aliased,temporal_full,lin_sequence_front_bands_r1_l8,1,8,8,front_bands,6,0.30000000000000004,0.03651483716701108,0.2833333333333333,0.04772607021092118,0.24999999999999997,0.022360679774997894
aliased_loop_rooms,looped_aliased_navigation,repeated_room_loop,sparse_aliased,temporal_full,lin_sequence_front_bands_r3_l2,3,2,4,front_bands,6,0.39999999999999997,0.03651483716701108,0.4333333333333333,0.04944132324730442,0.18333333333333332,0.016666666666666666
aliased_loop_rooms,looped_aliased_navigation,repeated_room_loop,sparse_aliased,temporal_full,lin_sequence_front_bands_r3_l4,3,4,6,front_bands,6,0.38333333333333336,0.030731814857642967,0.35000000000000003,0.05,0.19999999999999998,0.025819888974716113
aliased_loop_rooms,looped_aliased_navigation,repeated_room_loop,sparse_aliased,temporal_full,lin_sequence_front_bands_r3_l8,3,8,10,front_bands,6,0.3333333333333333,0.03333333333333334,0.31666666666666665,0.07031674369909663,0.21666666666666667,0.03073181485764296
aliased_loop_rooms,looped_aliased_navigation,repeated_room_loop,sparse_aliased,temporal_full,lin_sequence_front_bands_r5_l2,5,2,6,front_bands,6,0.4333333333333333,0.021081851067789193,0.4000000000000001,0.08563488385776753,0.18333333333333335,0.03073181485764296
aliased_loop_rooms,looped_aliased_navigation,repeated_room_loop,sparse_aliased,temporal_full,lin_sequence_front_bands_r5_l4,5,4,8,front_bands,6,0.3833333333333333,0.040138648595974324,0.28333333333333327,0.06540472290116194,0.18333333333333335,0.03073181485764296
aliased_loop_rooms,looped_aliased_navigation,repeated_room_loop,sparse_aliased,temporal_full,lin_sequence_front_bands_r5_l8,5,8,12,front_bands,6,0.39999999999999997,0.02581988897471612,0.2833333333333334,0.03073181485764296,0.15,0.0223606797749979
aliased_loop_rooms,looped_aliased_navigation,repeated_room_loop,vector,temporal_cue_then_blank,lin_sequence_all_units_r3_l4,3,4,6,all_units,6,0.3,0.03651483716701108,0.2833333333333334,0.060092521257733164,0.5833333333333333,0.08724168218868268
aliased_loop_rooms,looped_aliased_navigation,repeated_room_loop,vector,temporal_cue_then_blank,lin_sequence_front_bands_r1_l2,1,2,2,front_bands,6,0.2833333333333333,0.040138648595974324,0.18333333333333335,0.03073181485764296,0.6833333333333332,0.03073181485764297
aliased_loop_rooms,looped_aliased_navigation,repeated_room_loop,vector,temporal_cue_then_blank,lin_sequence_front_bands_r1_l4,1,4,4,front_bands,6,0.31666666666666665,0.05426273532033236,0.18333333333333332,0.016666666666666666,0.5333333333333333,0.06666666666666667
aliased_loop_rooms,looped_aliased_navigation,repeated_room_loop,vector,temporal_cue_then_blank,lin_sequence_front_bands_r1_l8,1,8,8,front_bands,6,0.28333333333333327,0.03073181485764296,0.35000000000000003,0.03415650255319867,0.5833333333333334,0.07031674369909663
aliased_loop_rooms,looped_aliased_navigation,repeated_room_loop,vector,temporal_cue_then_blank,lin_sequence_front_bands_r3_l2,3,2,4,front_bands,6,0.31666666666666665,0.030731814857642967,0.26666666666666666,0.08432740427115679,0.65,0.03415650255319867
aliased_loop_rooms,looped_aliased_navigation,repeated_room_loop,vector,temporal_cue_then_blank,lin_sequence_front_bands_r3_l4,3,4,6,front_bands,6,0.31666666666666665,0.030731814857642967,0.30000000000000004,0.07302967433402215,0.5333333333333333,0.0881917103688197
